Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,3,3,649,645,819,815,WN,830,N600WN,90,90,75,4,4,MCI,DAL,461,4,11,0,,0,0,0,0,0,0
2007,1,3,3,2203,2145,2334,2310,WN,902,N679,91,85,77,24,18,MCI,DAL,461,4,10,0,,0,0,0,6,0,18
2007,1,3,3,1811,1805,1935,1930,WN,2417,N519,84,85,72,5,6,MCI,DAL,461,4,8,0,,0,0,0,0,0,0
2007,1,3,3,1123,1120,1249,1245,WN,2613,N507,86,85,75,4,3,MCI,DAL,461,3,8,0,,0,0,0,0,0,0
2007,1,3,3,1313,1305,1436,1435,WN,2704,N253,83,90,72,1,8,MCI,DAL,461,3,8,0,,0,0,0,0,0,0
2007,1,3,3,947,955,1022,1040,WN,301,N480,95,105,78,-18,-8,MCI,DEN,533,8,9,0,,0,0,0,0,0,0
2007,1,3,3,1739,1740,1825,1825,WN,781,N431,106,105,83,0,-1,MCI,DEN,533,7,16,0,,0,0,0,0,0,0
2007,1,3,3,744,740,817,825,WN,1574,N338,93,105,77,-8,4,MCI,DEN,533,7,9,0,,0,0,0,0,0,0
2007,1,3,3,1408,1355,1443,1440,WN,1662,N480,95,105,81,3,13,MCI,DEN,533,6,8,0,,0,0,0,0,0,0
2007,1,3,3,2054,1950,2309,2210,WN,490,N319,75,80,60,59,64,MCI,IND,451,7,8,0,,0,7,0,0,0,52
2007,1,3,3,1021,1020,1242,1240,WN,1527,N334,81,80,61,2,1,MCI,IND,451,7,13,0,,0,0,0,0,0,0
2007,1,3,3,1350,1355,1437,1505,WN,1098,N219,167,190,155,-28,-5,MCI,LAS,1140,3,9,0,,0,0,0,0,0,0
2007,1,3,3,1255,1300,1343,1405,WN,1124,N374SW,168,185,154,-22,-5,MCI,LAS,1140,4,10,0,,0,0,0,0,0,0
2007,1,3,3,1800,1800,1852,1910,WN,1315,N667SW,172,190,158,-18,0,MCI,LAS,1140,4,10,0,,0,0,0,0,0,0
2007,1,3,3,630,625,717,740,WN,1480,N382SW,167,195,152,-23,5,MCI,LAS,1140,4,11,0,,0,0,0,0,0,0
2007,1,3,3,1002,945,1045,1055,WN,1496,N202,163,190,150,-10,17,MCI,LAS,1140,4,9,0,,0,0,0,0,0,0
2007,1,3,3,2142,2140,2240,2250,WN,2817,N363,178,190,165,-10,2,MCI,LAS,1140,5,8,0,,0,0,0,0,0,0
2007,1,3,3,2017,2015,2148,2200,WN,205,N334,211,225,185,-12,2,MCI,LAX,1363,17,9,0,,0,0,0,0,0,0
2007,1,3,3,1634,1630,1811,1810,WN,1265,N669SW,217,220,187,1,4,MCI,LAX,1363,20,10,0,,0,0,0,0,0,0
2007,1,3,3,722,720,831,905,WN,1298,N794,189,225,173,-34,2,MCI,LAX,1363,4,12,0,,0,0,0,0,0,0
2007,1,3,3,1104,1055,1222,1240,WN,1565,N491,198,225,178,-18,9,MCI,LAX,1363,9,11,0,,0,0,0,0,0,0
2007,1,3,3,1259,1255,1626,1635,WN,108,N302SW,147,160,135,-9,4,MCI,MCO,1072,4,8,0,,0,0,0,0,0,0
2007,1,3,3,1916,1910,2242,2240,WN,1436,N313,146,150,131,2,6,MCI,MCO,1072,6,9,0,,0,0,0,0,0,0
2007,1,3,3,652,655,1041,1040,WN,1809,N646SW,169,165,135,1,-3,MCI,MCO,1072,24,10,0,,0,0,0,0,0,0
2007,1,3,3,1841,1825,2001,1945,WN,603,N356,80,80,60,16,16,MCI,MDW,405,7,13,0,,0,0,0,0,0,16
2007,1,3,3,1637,1630,1752,1755,WN,648,N344,75,85,60,-3,7,MCI,MDW,405,4,11,0,,0,0,0,0,0,0
2007,1,3,3,913,915,1026,1035,WN,903,N357,73,80,59,-9,-2,MCI,MDW,405,4,10,0,,0,0,0,0,0,0
2007,1,3,3,1358,1350,1507,1510,WN,1075,N628SW,69,80,58,-3,8,MCI,MDW,405,4,7,0,,0,0,0,0,0,0
2007,1,3,3,1503,1450,1617,1610,WN,1369,N308SW,74,80,62,7,13,MCI,MDW,405,4,8,0,,0,0,0,0,0,0
2007,1,3,3,1739,1720,1857,1845,WN,1459,N714CB,78,85,60,12,19,MCI,MDW,405,5,13,0,,0,0,0,0,0,0
2007,1,3,3,1058,1100,1206,1215,WN,1744,N788,68,75,57,-9,-2,MCI,MDW,405,4,7,0,,0,0,0,0,0,0
2007,1,3,3,612,615,727,735,WN,1850,N219,75,80,62,-8,-3,MCI,MDW,405,3,10,0,,0,0,0,0,0,0
2007,1,3,3,1916,1920,2038,2040,WN,1924,N527,82,80,67,-2,-4,MCI,MDW,405,6,9,0,,0,0,0,0,0,0
2007,1,3,3,2133,2125,2246,2240,WN,2044,N241,73,75,55,6,8,MCI,MDW,405,10,8,0,,0,0,0,0,0,0
2007,1,3,3,732,735,850,855,WN,2516,N442,78,80,63,-5,-3,MCI,MDW,405,5,10,0,,0,0,0,0,0,0
2007,1,3,3,1602,1555,1748,1755,WN,585,N642WN,226,240,211,-7,7,MCI,OAK,1489,5,10,0,,0,0,0,0,0,0
2007,1,3,3,929,925,1109,1125,WN,2470,N346,220,240,205,-16,4,MCI,OAK,1489,5,10,0,,0,0,0,0,0,0
2007,1,3,3,2204,2155,2304,2300,WN,507,N741,60,65,49,4,9,MCI,OKC,313,3,8,0,,0,0,0,0,0,0
2007,1,3,3,1127,1130,1232,1235,WN,929,N522,65,65,52,-3,-3,MCI,OKC,313,3,10,0,,0,0,0,0,0,0
2007,1,3,3,1812,1755,1914,1905,WN,1224,N480,62,70,50,9,17,MCI,OKC,313,3,9,0,,0,0,0,0,0,0
2007,1,3,3,750,745,853,855,WN,2168,N628SW,63,70,51,-2,5,MCI,OKC,313,4,8,0,,0,0,0,0,0,0
2007,1,3,3,1933,1925,2125,2115,WN,2554,N660SW,232,230,220,10,8,MCI,PDX,1481,3,9,0,,0,0,0,0,0,0
2007,1,3,3,1925,1835,2102,2035,WN,697,N657SW,157,180,141,27,50,MCI,PHX,1044,7,9,0,,0,5,0,0,0,22
2007,1,3,3,1628,1550,1758,1750,WN,1390,N613SW,150,180,136,8,38,MCI,PHX,1044,6,8,0,,0,0,0,0,0,0
2007,1,3,3,709,700,841,905,WN,1529,N658SW,152,185,139,-24,9,MCI,PHX,1044,4,9,0,,0,0,0,0,0,0
2007,1,3,3,1104,1100,1239,1300,WN,2801,N706SW,155,180,137,-21,4,MCI,PHX,1044,9,9,0,,0,0,0,0,0,0
2007,1,3,3,918,920,1023,1055,WN,289,N341,185,215,171,-32,-2,MCI,SAN,1333,3,11,0,,0,0,0,0,0,0
2007,1,3,3,1930,1920,2038,2055,WN,771,N777,188,215,175,-17,10,MCI,SAN,1333,2,11,0,,0,0,0,0,0,0
2007,1,3,3,1615,1545,1830,1745,WN,2112,N342,255,240,242,45,30,MCI,SEA,1489,4,9,0,,0,30,0,15,0,0
2007,1,3,3,1636,1510,1823,1700,WN,742,N376,227,230,211,83,86,MCI,SMF,1442,5,11,0,,0,2,0,0,0,81
2007,1,3,3,1549,1545,1642,1640,WN,344,N403,53,55,39,2,4,MCI,STL,237,3,11,0,,0,0,0,0,0,0
2007,1,3,3,705,705,754,800,WN,636,N227,49,55,36,-6,0,MCI,STL,237,3,10,0,,0,0,0,0,0,0
2007,1,3,3,1733,1715,1828,1810,WN,794,N213,55,55,38,18,18,MCI,STL,237,4,13,0,,0,0,0,0,0,18
2007,1,3,3,2036,2005,2124,2100,WN,1040,N521,48,55,36,24,31,MCI,STL,237,3,9,0,,0,24,0,0,0,0
2007,1,3,3,1242,1240,1332,1335,WN,1397,N226,50,55,38,-3,2,MCI,STL,237,2,10,0,,0,0,0,0,0,0
2007,1,3,3,918,920,1007,1015,WN,1432,N387SW,49,55,36,-8,-2,MCI,STL,237,3,10,0,,0,0,0,0,0,0
2007,1,3,3,659,655,1024,1030,WN,2337,N235,145,155,133,-6,4,MCI,TPA,1048,4,8,0,,0,0,0,0,0,0
2007,1,3,3,1735,1730,2108,2105,WN,2384,N362,153,155,133,3,5,MCI,TPA,1048,5,15,0,,0,0,0,0,0,0
2007,1,3,3,1454,1435,1546,1530,WN,138,N524,52,55,38,16,19,MCI,TUL,223,4,10,0,,0,8,0,0,0,8
2007,1,3,3,1950,1925,2040,2020,WN,368,N619SW,50,55,38,20,25,MCI,TUL,223,3,9,0,,0,0,0,0,0,20
2007,1,3,3,817,820,909,915,WN,1611,N502,52,55,40,-6,-3,MCI,TUL,223,2,10,0,,0,0,0,0,0,0
2007,1,3,3,1337,1340,1520,1545,WN,940,N713SW,223,245,213,-25,-3,MCO,ABQ,1552,3,7,0,,0,0,0,0,0,0
2007,1,3,3,854,840,1047,1045,WN,2358,N701GS,233,245,219,2,14,MCO,ABQ,1552,4,10,0,,0,0,0,0,0,0
2007,1,3,3,1115,1115,1349,1355,WN,482,N488,154,160,146,-6,0,MCO,ALB,1073,2,6,0,,0,0,0,0,0,0
2007,1,3,3,1606,1605,1843,1840,WN,2119,N716SW,157,155,147,3,1,MCO,ALB,1073,1,9,0,,0,0,0,0,0,0
2007,1,3,3,818,820,1057,1055,WN,2656,N786,159,155,143,2,-2,MCO,ALB,1073,2,14,0,,0,0,0,0,0,0
2007,1,3,3,1416,1410,1556,1600,WN,1092,N675,160,170,148,-4,6,MCO,AUS,993,3,9,0,,0,0,0,0,0,0
2007,1,3,3,755,755,1029,1035,WN,1412,N639SW,154,160,141,-6,0,MCO,BDL,1050,3,10,0,,0,0,0,0,0,0
2007,1,3,3,1946,1945,2226,2220,WN,2315,N453,160,155,137,6,1,MCO,BDL,1050,5,18,0,,0,0,0,0,0,0
2007,1,3,3,1150,1150,1419,1425,WN,2906,N452,149,155,138,-6,0,MCO,BDL,1050,4,7,0,,0,0,0,0,0,0
2007,1,3,3,820,820,846,855,WN,172,N441,86,95,76,-9,0,MCO,BHM,478,2,8,0,,0,0,0,0,0,0
2007,1,3,3,1513,1505,1538,1540,WN,2253,N239,85,95,75,-2,8,MCO,BHM,478,3,7,0,,0,0,0,0,0,0
2007,1,3,3,1728,1655,1814,1750,WN,586,N790,106,115,95,24,33,MCO,BNA,616,5,6,0,,0,19,0,0,0,5
2007,1,3,3,651,650,739,745,WN,1290,N456,108,115,97,-6,1,MCO,BNA,616,4,7,0,,0,0,0,0,0,0
2007,1,3,3,1047,1040,1136,1135,WN,1447,N421,109,115,93,1,7,MCO,BNA,616,3,13,0,,0,0,0,0,0,0
2007,1,3,3,1524,1520,1609,1615,WN,1601,N217,105,115,94,-6,4,MCO,BNA,616,4,7,0,,0,0,0,0,0,0
2007,1,3,3,2057,2100,2141,2155,WN,2594,N783,104,115,89,-14,-3,MCO,BNA,616,5,10,0,,0,0,0,0,0,0
2007,1,3,3,929,930,1158,1205,WN,2021,N746SW,149,155,136,-7,-1,MCO,BUF,1011,2,11,0,,0,0,0,0,0,0
2007,1,3,3,1550,1540,1817,1815,WN,2751,N678,147,155,138,2,10,MCO,BUF,1011,3,6,0,,0,0,0,0,0,0
2007,1,3,3,1202,1140,1413,1345,WN,216,N339,131,125,112,28,22,MCO,BWI,787,3,16,0,,0,22,0,6,0,0
2007,1,3,3,1010,1010,1209,1215,WN,1219,N663SW,119,125,110,-6,0,MCO,BWI,787,2,7,0,,0,0,0,0,0,0
2007,1,3,3,2158,2145,2352,2355,WN,1396,N678,114,130,101,-3,13,MCO,BWI,787,4,9,0,,0,0,0,0,0,0
2007,1,3,3,2002,2005,2209,2215,WN,1431,N761,127,130,104,-6,-3,MCO,BWI,787,5,18,0,,0,0,0,0,0,0
2007,1,3,3,1351,1350,1548,1555,WN,1594,N372,117,125,110,-7,1,MCO,BWI,787,2,5,0,,0,0,0,0,0,0
2007,1,3,3,1758,1755,2024,2005,WN,1630,N315SW,146,130,109,19,3,MCO,BWI,787,4,33,0,,0,0,0,19,0,0
2007,1,3,3,1115,1110,1313,1315,WN,1804,N646SW,118,125,106,-2,5,MCO,BWI,787,3,9,0,,0,0,0,0,0,0
2007,1,3,3,758,755,956,1005,WN,1855,N716SW,118,130,104,-9,3,MCO,BWI,787,2,12,0,,0,0,0,0,0,0
2007,1,3,3,1438,1435,1644,1640,WN,2004,N639SW,126,125,111,4,3,MCO,BWI,787,2,13,0,,0,0,0,0,0,0
2007,1,3,3,1913,1855,2112,2105,WN,835,N497,119,130,109,7,18,MCO,CMH,802,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1532,1520,1737,1730,WN,1433,N390SW,125,130,113,7,12,MCO,CMH,802,3,9,0,,0,0,0,0,0,0
2007,1,3,3,1509,1455,1700,1700,WN,826,N786,231,245,219,0,14,MCO,DEN,1545,6,6,0,,0,0,0,0,0,0
2007,1,3,3,1032,1035,1222,1245,WN,3512,N787,230,250,216,-23,-3,MCO,DEN,1545,7,7,0,,0,0,0,0,0,0
2007,1,3,3,1909,1905,2136,2205,WN,1250,N787,147,180,134,-29,4,MCO,DTW,957,5,8,0,,0,0,0,0,0,0
2007,1,3,3,1700,1700,1755,1800,WN,108,N302SW,55,60,44,-5,0,MCO,FLL,178,2,9,0,,0,0,0,0,0,0
2007,1,3,3,2222,2205,2307,2255,WN,521,N426,45,50,36,12,17,MCO,FLL,178,3,6,0,,0,0,0,0,0,0
2007,1,3,3,1058,1100,1147,1200,WN,1029,N732,49,60,39,-13,-2,MCO,FLL,178,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1323,1320,1413,1420,WN,1074,N620SW,50,60,40,-7,3,MCO,FLL,178,3,7,0,,0,0,0,0,0,0
2007,1,3,3,744,745,830,840,WN,1399,N223,46,55,36,-10,-1,MCO,FLL,178,3,7,0,,0,0,0,0,0,0
2007,1,3,3,1610,1610,1708,1710,WN,2197,N459,58,60,46,-2,0,MCO,FLL,178,4,8,0,,0,0,0,0,0,0
2007,1,3,3,1455,1435,1625,1610,WN,217,N218,150,155,138,15,20,MCO,HOU,848,5,7,0,,0,9,0,0,0,6
2007,1,3,3,1850,1840,2017,2015,WN,1442,N687SW,147,155,129,2,10,MCO,HOU,848,6,12,0,,0,0,0,0,0,0
2007,1,3,3,1049,1035,1231,1210,WN,1546,N474,162,155,144,21,14,MCO,HOU,848,5,13,0,,0,14,0,7,0,0
2007,1,3,3,1503,1435,1707,1640,WN,1908,N651SW,124,125,114,27,28,MCO,IAD,758,5,5,0,,0,7,0,0,0,20
2007,1,3,3,928,930,1140,1135,WN,2905,N397SW,132,125,116,5,-2,MCO,IAD,758,5,11,0,,0,0,0,0,0,0
2007,1,3,3,1302,1300,1518,1530,WN,2779,N420,136,150,118,-12,2,MCO,IND,828,6,12,0,,0,0,0,0,0,0
2007,1,3,3,2008,1935,2237,2200,WN,171,N748SW,149,145,125,37,33,MCO,ISP,972,3,21,0,,0,31,0,4,0,2
2007,1,3,3,1706,1700,1932,1925,WN,398,N222,146,145,132,7,6,MCO,ISP,972,4,10,0,,0,0,0,0,0,0
2007,1,3,3,701,700,914,925,WN,1086,N420,133,145,121,-11,1,MCO,ISP,972,4,8,0,,0,0,0,0,0,0
2007,1,3,3,1233,1230,1456,1455,WN,1446,N259,143,145,131,1,3,MCO,ISP,972,4,8,0,,0,0,0,0,0,0
2007,1,3,3,949,940,1218,1210,WN,2400,N257,149,150,129,8,9,MCO,ISP,972,4,16,0,,0,0,0,0,0,0
2007,1,3,3,1604,1555,1648,1645,WN,1702,N708SA,104,110,91,3,9,MCO,JAN,587,4,9,0,,0,0,0,0,0,0
2007,1,3,3,1637,1615,1830,1840,WN,562,N402,293,325,283,-10,22,MCO,LAS,2039,4,6,0,,0,0,0,0,0,0
2007,1,3,3,724,725,904,925,WN,301,N480,160,180,150,-21,-1,MCO,MCI,1072,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1315,1315,1504,1515,WN,2112,N342,169,180,153,-11,0,MCO,MCI,1072,4,12,0,,0,0,0,0,0,0
2007,1,3,3,1711,1655,1857,1855,WN,2554,N660SW,166,180,154,2,16,MCO,MCI,1072,5,7,0,,0,0,0,0,0,0
2007,1,3,3,1813,1815,2001,2000,WN,365,N366,168,165,141,1,-2,MCO,MDW,989,4,23,0,,0,0,0,0,0,0
2007,1,3,3,1609,1610,1739,1755,WN,725,N225,150,165,140,-16,-1,MCO,MDW,989,3,7,0,,0,0,0,0,0,0
2007,1,3,3,1049,1040,1230,1220,WN,1114,N621SW,161,160,141,10,9,MCO,MDW,989,5,15,0,,0,0,0,0,0,0
2007,1,3,3,1735,1715,1944,1900,WN,1416,N612SW,189,165,140,44,20,MCO,MDW,989,6,43,0,,0,20,0,24,0,0
2007,1,3,3,709,710,847,855,WN,1453,N230,158,165,143,-8,-1,MCO,MDW,989,6,9,0,,0,0,0,0,0,0
2007,1,3,3,2134,2125,2259,2310,WN,1722,N380SW,145,165,135,-11,9,MCO,MDW,989,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1334,1335,1501,1520,WN,2956,N431,147,165,138,-19,-1,MCO,MDW,989,4,5,0,,0,0,0,0,0,0
2007,1,3,3,1536,1530,1825,1815,WN,956,N663SW,169,165,157,10,6,MCO,MHT,1142,4,8,0,,0,0,0,0,0,0
2007,1,3,3,2040,2045,2321,2330,WN,2465,N736,161,165,149,-9,-5,MCO,MHT,1142,3,9,0,,0,0,0,0,0,0
2007,1,3,3,650,650,925,940,WN,2560,N748SW,155,170,145,-15,0,MCO,MHT,1142,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1043,1045,1329,1335,WN,2601,N306SW,166,170,155,-6,-2,MCO,MHT,1142,3,8,0,,0,0,0,0,0,0
2007,1,3,3,1058,1045,1135,1135,WN,1710,N606SW,97,110,83,0,13,MCO,MSY,550,7,7,0,,0,0,0,0,0,0
2007,1,3,3,1433,1410,1515,1500,WN,1881,N384SW,102,110,85,15,23,MCO,MSY,550,4,13,0,,0,3,0,0,0,12
2007,1,3,3,631,630,707,715,WN,3073,N344,96,105,87,-8,1,MCO,MSY,550,2,7,0,,0,0,0,0,0,0
2007,1,3,3,1253,1220,1441,1410,WN,1213,N324,108,110,97,31,33,MCO,ORF,655,3,8,0,,0,31,0,0,0,0
2007,1,3,3,1500,1455,1640,1645,WN,2847,N224,100,110,91,-5,5,MCO,ORF,655,4,5,0,,0,0,0,0,0,0
2007,1,3,3,1719,1710,1932,1945,WN,199,N245,133,155,119,-13,9,MCO,PHL,861,7,7,0,,0,0,0,0,0,0
2007,1,3,3,1035,1030,1304,1250,WN,378,N484,149,140,132,14,5,MCO,PHL,861,7,10,0,,0,0,0,0,0,0
2007,1,3,3,833,825,1110,1045,WN,652,N745SW,157,140,138,25,8,MCO,PHL,861,5,14,0,,0,3,0,17,0,5
2007,1,3,3,1411,1400,1635,1630,WN,661,N205,144,150,125,5,11,MCO,PHL,861,11,8,0,,0,0,0,0,0,0
2007,1,3,3,2042,2030,2301,2255,WN,838,N655WN,139,145,124,6,12,MCO,PHL,861,5,10,0,,0,0,0,0,0,0
2007,1,3,3,647,645,909,910,WN,2538,N669SW,142,145,132,-1,2,MCO,PHL,861,3,7,0,,0,0,0,0,0,0
2007,1,3,3,1521,1520,1743,1750,WN,2683,N703SW,142,150,131,-7,1,MCO,PHL,861,5,6,0,,0,0,0,0,0,0
2007,1,3,3,959,1000,1257,1255,WN,2443,N492,298,295,264,2,-1,MCO,PHX,1848,21,13,0,,0,0,0,0,0,0
2007,1,3,3,1844,1830,2103,2050,WN,491,N476,139,140,116,13,14,MCO,PIT,834,6,17,0,,0,0,0,0,0,0
2007,1,3,3,1314,1315,1530,1525,WN,1659,N379SW,136,130,118,5,-1,MCO,PIT,834,6,12,0,,0,0,0,0,0,0
2007,1,3,3,939,935,1148,1145,WN,2050,N737,129,130,117,3,4,MCO,PIT,834,3,9,0,,0,0,0,0,0,0
2007,1,3,3,802,750,1035,1025,WN,568,N774,153,155,138,10,12,MCO,PVD,1073,5,10,0,,0,0,0,0,0,0
2007,1,3,3,1136,1045,1413,1325,WN,645,N629SW,157,160,145,48,51,MCO,PVD,1073,4,8,0,,0,48,0,0,0,0
2007,1,3,3,1747,1730,2027,2010,WN,1866,N321,160,160,149,17,17,MCO,PVD,1073,5,6,0,,0,1,0,0,0,16
2007,1,3,3,2135,2015,8,2255,WN,2020,N339,153,160,139,73,80,MCO,PVD,1073,8,6,0,,0,3,0,0,0,70
2007,1,3,3,1332,1330,1604,1610,WN,2876,N457,152,160,143,-6,2,MCO,PVD,1073,4,5,0,,0,0,0,0,0,0
2007,1,3,3,738,730,901,905,WN,176,N246,83,95,76,-4,8,MCO,RDU,534,2,5,0,,0,0,0,0,0,0
2007,1,3,3,1505,1500,1636,1635,WN,914,N439,91,95,81,1,5,MCO,RDU,534,3,7,0,,0,0,0,0,0,0
2007,1,3,3,1016,1015,1154,1150,WN,1802,N497,98,95,83,4,1,MCO,RDU,534,3,12,0,,0,0,0,0,0,0
2007,1,3,3,1931,1930,2107,2105,WN,1904,N775,96,95,84,2,1,MCO,RDU,534,4,8,0,,0,0,0,0,0,0
2007,1,3,3,2227,2155,2309,2240,WN,1187,N437,42,45,30,29,32,MCO,RSW,133,6,6,0,,0,4,0,0,0,25
2007,1,3,3,1303,1300,1402,1345,WN,2489,N655WN,59,45,44,17,3,MCO,RSW,133,6,9,0,,0,0,0,17,0,0
2007,1,3,3,1731,1735,1822,1825,WN,2742,N243,51,50,36,-3,-4,MCO,RSW,133,7,8,0,,0,0,0,0,0,0
2007,1,3,3,1514,1450,1704,1655,WN,673,N397SW,170,185,158,9,24,MCO,SAT,1040,2,10,0,,0,0,0,0,0,0
2007,1,3,3,1042,1040,1237,1245,WN,2472,N611SW,175,185,158,-8,2,MCO,SAT,1040,3,14,0,,0,0,0,0,0,0
2007,1,3,3,1510,1450,1710,1700,WN,1293,N437,120,130,110,10,20,MCO,SDF,718,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1211,1210,1338,1340,WN,679,N609SW,147,150,131,-2,1,MCO,STL,880,2,14,0,,0,0,0,0,0,0
2007,1,3,3,812,800,935,935,WN,1477,N612SW,143,155,128,0,12,MCO,STL,880,3,12,0,,0,0,0,0,0,0
2007,1,3,3,1619,1610,1742,1740,WN,1942,N671SW,143,150,133,2,9,MCO,STL,880,3,7,0,,0,0,0,0,0,0
2007,1,3,3,1858,1855,2024,2025,WN,2927,N209,146,150,131,-1,3,MCO,STL,880,3,12,0,,0,0,0,0,0,0
2007,1,3,3,1638,1640,1821,1850,WN,749,N785,163,190,152,-29,-2,MDW,ABQ,1121,3,8,0,,0,0,0,0,0,0
2007,1,3,3,918,855,1103,1055,WN,1166,N446,165,180,152,8,23,MDW,ABQ,1121,6,7,0,,0,0,0,0,0,0
2007,1,3,3,1902,1905,2152,2155,WN,1497,N359,110,110,89,-3,-3,MDW,ALB,717,2,19,0,,0,0,0,0,0,0
2007,1,3,3,1455,1440,1737,1725,WN,2727,N204,102,105,88,12,15,MDW,ALB,717,2,12,0,,0,0,0,0,0,0
2007,1,3,3,1419,1410,1652,1650,WN,1830,N227,153,160,142,2,9,MDW,AUS,972,3,8,0,,0,0,0,0,0,0
2007,1,3,3,2043,2015,2331,2315,WN,941,N706SW,108,120,95,16,28,MDW,BDL,777,4,9,0,,0,5,0,0,0,11
2007,1,3,3,1309,1240,1559,1540,WN,1204,N621SW,110,120,100,19,29,MDW,BDL,777,3,7,0,,0,19,0,0,0,0
2007,1,3,3,1026,1005,1317,1300,WN,2352,N354,111,115,99,17,21,MDW,BDL,777,3,9,0,,0,5,0,0,0,12
2007,1,3,3,1710,1700,1843,1840,WN,1708,N776,93,100,81,3,10,MDW,BHM,570,3,9,0,,0,0,0,0,0,0
2007,1,3,3,816,815,952,955,WN,2684,N342,96,100,81,-3,1,MDW,BHM,570,3,12,0,,0,0,0,0,0,0
2007,1,3,3,1108,1110,1216,1225,WN,500,N508,68,75,59,-9,-2,MDW,BNA,395,3,6,0,,0,0,0,0,0,0
2007,1,3,3,905,905,1015,1020,WN,836,N374SW,70,75,57,-5,0,MDW,BNA,395,4,9,0,,0,0,0,0,0,0
2007,1,3,3,627,625,737,740,WN,878,N216,70,75,58,-3,2,MDW,BNA,395,4,8,0,,0,0,0,0,0,0
2007,1,3,3,707,705,824,825,WN,1312,N405,77,80,58,-1,2,MDW,BNA,395,4,15,0,,0,0,0,0,0,0
2007,1,3,3,2017,1925,2131,2045,WN,1376,N612SW,74,80,62,46,52,MDW,BNA,395,5,7,0,,0,0,0,7,0,39
2007,1,3,3,1734,1735,1850,1855,WN,1435,N677AA,76,80,61,-5,-1,MDW,BNA,395,5,10,0,,0,0,0,0,0,0
2007,1,3,3,2030,2030,2144,2145,WN,2295,N515,74,75,61,-1,0,MDW,BNA,395,5,8,0,,0,0,0,0,0,0
2007,1,3,3,1459,1445,1612,1605,WN,2812,N375,73,80,59,7,14,MDW,BNA,395,4,10,0,,0,0,0,0,0,0
2007,1,3,3,815,815,1037,1035,WN,674,N780,82,80,65,2,0,MDW,BUF,468,3,14,0,,0,0,0,0,0,0
2007,1,3,3,1951,1930,2203,2145,WN,851,N712SW,72,75,62,18,21,MDW,BUF,468,2,8,0,,0,8,0,0,0,10
2007,1,3,3,1409,1355,1630,1615,WN,2768,N647SW,81,80,67,15,14,MDW,BUF,468,2,12,0,,0,2,0,1,0,12
2007,1,3,3,1028,1020,1304,1305,WN,102,N642WN,96,105,85,-1,8,MDW,BWI,611,2,9,0,,0,0,0,0,0,0
2007,1,3,3,1649,1640,1929,1925,WN,570,N329SW,100,105,89,4,9,MDW,BWI,611,3,8,0,,0,0,0,0,0,0
2007,1,3,3,1524,1500,1815,1745,WN,1066,N469,111,105,85,30,24,MDW,BWI,611,7,19,0,,0,17,0,6,0,7
2007,1,3,3,659,700,937,940,WN,1479,N458,98,100,85,-3,-1,MDW,BWI,611,3,10,0,,0,0,0,0,0,0
2007,1,3,3,2205,2150,29,30,WN,1815,N202,84,100,74,-1,15,MDW,BWI,611,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1217,1145,1454,1430,WN,2034,N483,97,105,86,24,32,MDW,BWI,611,4,7,0,,0,11,0,0,0,13
2007,1,3,3,1837,1835,2115,2125,WN,2499,N601WN,98,110,88,-10,2,MDW,BWI,611,3,7,0,,0,0,0,0,0,0
2007,1,3,3,600,600,841,845,WN,2758,N318,101,105,88,-4,0,MDW,BWI,611,7,6,0,,0,0,0,0,0,0
2007,1,3,3,649,650,846,900,WN,494,N390SW,57,70,47,-14,-1,MDW,CLE,307,3,7,0,,0,0,0,0,0,0
2007,1,3,3,1417,1415,1616,1625,WN,589,N677AA,59,70,50,-9,2,MDW,CLE,307,3,6,0,,0,0,0,0,0,0
2007,1,3,3,2031,2010,2227,2215,WN,603,N356,56,65,46,12,21,MDW,CLE,307,4,6,0,,0,0,0,0,0,0
2007,1,3,3,1626,1625,1836,1845,WN,1155,N420,70,80,50,-9,1,MDW,CLE,307,4,16,0,,0,0,0,0,0,0
2007,1,3,3,1252,1250,1456,1505,WN,1186,N252,64,75,53,-9,2,MDW,CLE,307,3,8,0,,0,0,0,0,0,0
2007,1,3,3,1024,1025,1223,1235,WN,1485,N240,59,70,47,-12,-1,MDW,CLE,307,3,9,0,,0,0,0,0,0,0
2007,1,3,3,752,755,953,1000,WN,1850,N219,61,65,50,-7,-3,MDW,CLE,307,5,6,0,,0,0,0,0,0,0
2007,1,3,3,1847,1835,2107,2045,WN,2851,N628SW,80,70,48,22,12,MDW,CLE,307,6,26,0,,0,12,0,10,0,0
